Estados Unidos,20993
França,8364
Inglaterra,8129
Alemanha,8060
Espanha,7828
Itália,5512
Portugal,5303
Canadá,4559
China,3923
Argentina,3663
Autralia,3617
Rússia,3521
Suíça,3428
Holanda,3347
Colômbia,3190
Polônia,2806
República Checa,2592
México,2571
Chile,2524

